BLOSUM 1,BLOSUM 2,BLOSUM 3,BLOSUM 4,BLOSUM 5,BLOSUM 6,BLOSUM 7,BLOSUM 8,BLOSUM 9,BLOSUM 10,BLOSUM 11,BLOSUM 12,BLOSUM 13,BLOSUM 14,BLOSUM 15,BLOSUM 16,BLOSUM 17,BLOSUM 18,BLOSUM 19,BLOSUM 20,BLOSUM 21,BLOSUM 22,BLOSUM 23,BLOSUM 24,BLOSUM 25,BLOSUM 26,BLOSUM 27,BLOSUM 28,BLOSUM 29,BLOSUM 30,BLOSUM 31,BLOSUM 32,BLOSUM 33,BLOSUM 34,BLOSUM 35,BLOSUM 36,BLOSUM 37,BLOSUM 38,BLOSUM 39,BLOSUM 40,BLOSUM 41,BLOSUM 42,BLOSUM 43,BLOSUM 44,BLOSUM 45,BLOSUM 46,BLOSUM 47,BLOSUM 48,BLOSUM 49,BLOSUM 50,BLOSUM 51,BLOSUM 52,BLOSUM 53,BLOSUM 54,BLOSUM 55,BLOSUM 56,BLOSUM 57,BLOSUM 58,BLOSUM 59,BLOSUM 60,BLOSUM 61,BLOSUM 62,BLOSUM 63,BLOSUM 64,BLOSUM 65,BLOSUM 66,BLOSUM 67,BLOSUM 68,BLOSUM 69,BLOSUM 70,BLOSUM 71,BLOSUM 72,BLOSUM 73,BLOSUM 74,BLOSUM 75,PAM 1,PAM 2,PAM 3,PAM 4,PAM 5,PAM 6,PAM 7,PAM 8,PAM 9,PAM 10,PAM 11,PAM 12,PAM 13,PAM 14,PAM 15,PAM 16,PAM 17,PAM 18,PAM 19,PAM 20,PAM 21,PAM 22,PAM 23,PAM 24,PAM 25,PAM 26,PAM 27,PAM 28,PAM 29,PAM 30,PAM 31,PAM 32,PAM 33,PAM 34,PAM 35,PAM 36,PAM 37,PAM 38,PAM 39,PAM 40,PAM 41,PAM 42,PAM 43,PAM 44,PAM 45,PAM 46,PAM 47,PAM 48,PAM 49,PAM 50,PAM 51,PAM 52,PAM 53,PAM 54,PAM 55,PAM 56,PAM 57,PAM 58,PAM 59,PAM 60,PAM 61,PAM 62,PAM 63,PAM 64,PAM 65,PAM 66,PAM 67,PAM 68,PAM 69,PAM 70,PAM 71,PAM 72,PAM 73,PAM 74,PAM 75,Class
-0.005957162,-0.010304289,0.00635035,-0.012772837,0.00939104,0.000662666,0.000682155,-0.00540889,0.009681054,-0.004623996,-0.056702874,-0.000170139,-0.001531295,0.00245763,0.001355537,0.001854119,-0.017390918,0.00083127,0.011106677,-0.011904806,-0.025992129,-0.009083035,-0.006679733,0.005597965,0.01282844,-0.00241596,-0.007837779,-0.022953145,-0.023225181,-0.00047656,-0.013229338,-0.011366976,-0.00209025,-0.006511689,0.00094943,-0.020257642,-0.006105656,0.003953493,0.014929052,0.005178366,0.009448959,-0.01757907,0.009761544,-0.002452558,-0.004745485,0.023021324,0.001874343,0.008367645,-0.011971204,0.028188283,0.004263597,-0.004235634,0.001122765,0.022105146,0.008981669,0.004962748,-0.006413934,0.011685396,0.011349746,0.003970238,0.000247266,0.011324007,-0.020030945,-0.022516012,-0.005367149,-0.00701179,-0.034112062,-0.016412675,0.014369793,0.013052836,0.008116652,0.006752111,0.017092724,0.014253591,-0.002767811,-0.013595788,3.53E-05,-0.001643152,-0.015210212,0.00858309,0.002962876,0.002481668,-0.015575209,0.015170643,0.002800366,-0.039809272,0.00833504,0.002607716,-0.00456445,-0.002007633,0.001946363,0.013301318,0.004325415,-0.009368115,0.000995517,-0.017103333,0.00786204,-0.004810373,0.005008098,0.002030101,-0.018159857,-0.017838025,0.001047387,-0.014627515,-0.005836979,-0.011060937,0.0107608,-0.007472203,0.00077041,-0.005376169,-0.014405834,-0.003374582,-0.02060303,0.018389507,-0.007507043,0.007692792,0.009079725,0.000508668,0.00711768,-0.007739281,0.009569865,0.001055361,0.014722223,-0.004195647,-0.011186292,-0.002895478,0.01824467,0.007534057,0.01131335,-0.00836312,0.018934194,0.00935848,0.019411667,-0.008078241,-0.000470836,-0.007613449,0.004542516,-0.000548284,-0.002934504,0.007274448,0.006450225,0.017504683,-0.01757389,-0.016068203,-0.002905783,-0.002765113,0.015644629,-0.011672586,0.007062346,0.00283552,1
0.000198384,-0.007501509,0.015801044,0.006108211,0.001111234,0.002349002,0.00105911,0.014450311,0.010832312,-0.003868472,0.022799207,-0.009864199,0.011641072,0.008504661,0.007562189,-0.011410162,0.00135622,-0.000548761,0.005051854,0.001680814,0.007979305,0.004580199,-0.009630259,0.007117727,0.011088063,-0.007695741,0.002249445,0.022209731,-0.005253125,0.005982902,-0.006261064,0.005910748,-0.006811254,0.003271585,-0.008463624,-0.002405701,0.01369846,0.014872816,-0.008968899,-0.013158421,0.000728495,0.01233531,-0.004298223,-0.004375416,-0.007906658,0.008325914,-0.00501551,0.01458507,-0.012120708,-0.006848625,-0.000748224,3.83E-05,-0.003949357,0.006381211,-0.00207369,0.005448375,0.017349982,0.001223512,0.002774046,-0.008988925,-0.005911365,-0.000238135,0.002363829,-0.006696565,-0.005182688,-0.005313894,-0.001636951,0.0070456,-0.004964749,0.003505482,-0.020580078,0.002933315,0.008834414,-0.000944143,-0.005747321,-0.006104746,0.000333765,0.007646116,0.002685453,-0.00176374,0.0076077,0.009239525,0.007871052,0.004413895,0.002283236,0.020564742,0.006043051,-0.002522297,0.000377297,0.003812275,-0.010079824,-0.008489579,-0.000403294,-0.006232488,-0.001716851,-0.001681584,0.008392659,-0.000547341,0.002400648,0.001911481,-0.016913935,-0.010232453,0.002228609,-0.002211019,-0.009354919,-0.010305761,0.005556206,-0.000311652,-0.000287539,0.00098627,-0.004044806,-0.000885564,0.012570483,-0.00151126,0.010599363,-0.005501265,0.003342189,-0.003976963,1.42E-05,-0.002374462,-0.001129997,0.007165101,0.008511402,-0.006923141,-0.001522473,-0.011464118,-0.001204308,0.003278098,-0.005074788,-0.009210856,-0.010465936,-0.015141794,0.018386939,-0.005454914,0.007285122,-0.005778345,-0.003677188,-0.00659586,-0.008132512,-0.009495345,-0.013192007,-0.008657639,0.001307858,-0.005385605,-0.003356977,-0.011736936,0.005450604,-0.004591114,0.002561192,-0.002339149,1
0.021179635,0.014231149,0.004950613,0.006037162,-0.003460894,0.013203763,0.003338707,-0.008339865,0.008857897,-0.004880599,0.051278799,0.015550058,0.026541821,0.003779828,0.001136437,-0.010106244,-0.021632781,-0.029787294,-0.011544832,-0.041072037,0.003341144,-0.005823808,-0.01339454,-0.005081251,0.002156733,-0.045296057,0.016675205,-0.00105457,-0.015408086,-0.003786217,0.003028411,0.009080302,0.012639708,-0.003111001,0.00126621,-0.029305821,-0.01797518,-0.023517406,-0.00170334,0.004594435,0.020583154,0.00828732,-0.010815172,0.004904431,0.009051483,-0.031688431,0.002725228,-0.004822921,-0.026820244,-0.029959012,-0.012505138,0.004932112,0.010154428,-0.023473634,-0.002854444,0.009346013,0.01874183,-0.010795031,-0.006294604,0.022652077,0.025145753,0.007418663,-0.002445737,-0.00232328,0.002828193,-0.014634567,0.041223225,0.003872743,0.00943929,0.009409573,-0.001532062,0.030984894,0.013866424,0.021630335,0.021136857,0.001334525,-0.005117693,0.012435263,-0.00386914,0.028914288,-0.00986417,0.006519752,0.01572652,0.000325243,0.016889708,0.059315416,0.006196752,0.035269236,-0.002275741,0.017352677,0.002044468,0.006507793,-0.017468755,-0.036873352,0.031156368,0.005537113,-0.006803136,0.016571553,0.022785442,0.017699321,-0.041031548,-0.024321047,0.008512263,-0.004307719,-0.005404051,0.013449903,0.012292754,-0.002005701,0.005680182,0.003206579,-0.034696428,-0.006760868,0.008346836,-0.018679841,0.015023408,0.008491563,0.028107447,-0.004750854,0.027838803,-0.001849416,-0.019830278,-0.002902753,-0.006718991,-0.010579842,0.034544732,-0.002981804,0.001169642,0.004372875,0.006457581,0.006533057,0.019308085,-0.03600916,-0.015135876,-0.019573995,0.012622208,0.008925642,0.029618732,0.016666467,0.029842587,-0.001129996,-0.01735438,-0.05591179,0.012440866,-0.010197303,-0.011648537,0.006726144,0.002940571,-0.006852112,0.007164557,0.005044567,1
0.000185647,0.004177346,0.00883742,0.011022147,-0.019343178,-0.01540097,-0.033008837,0.007495541,0.000459731,-0.014170681,-0.020473227,0.014071705,-0.003167444,0.014215563,-0.010337155,-0.0191881,-0.001161271,0.010062099,-0.028054387,0.006358375,-0.005869201,-0.047364217,0.004700845,0.007083967,-0.005766356,-0.001147536,0.019195728,-0.001396989,0.007701519,-0.0075276,0.025253458,-0.014921666,0.005213171,0.003143732,-0.010984465,0.028089241,-0.013497619,-0.008702255,0.024387735,0.007668404,0.024776007,-0.041633998,0.002324428,-0.004489758,-0.021439668,0.002588773,0.016875704,-0.004997404,0.029983686,-0.02448123,-0.005434268,-0.005480282,0.009818301,-0.031121173,0.025933308,0.003778612,0.007418064,-0.019845425,-0.006973326,0.024940495,-0.001947625,0.044061998,-0.004124742,0.006725495,-0.007477163,-0.012507542,-0.002502344,-0.000560372,-0.033787368,-0.007840577,-0.016821261,0.031087094,0.019644366,-0.010904042,-0.004157849,-0.008942112,0.008300796,0.007659371,0.000285765,-0.001453726,-0.011800237,-0.02209996,0.003866685,-0.009284649,-0.003676835,-0.027187401,0.003793482,-0.00276279,0.026989297,0.014742981,-0.008812069,0.004163574,-0.025809123,-0.00530289,0.004369974,0.003060577,-0.013048157,-0.001470181,-0.003480002,-0.010372617,0.004918347,-0.011276217,0.010768339,0.019339805,0.011572528,-0.01081151,-0.000442885,-0.00393797,-0.006570474,0.01663151,0.023679933,0.009942265,0.010496505,0.005653136,-0.006893373,-0.019937446,0.004277527,0.009002203,0.001888538,0.01596206,-0.004846078,-0.00713062,-0.00236654,0.002833109,0.013230857,-0.023360902,-0.030565334,-0.009740993,-0.008839739,-0.025432435,0.018823737,-0.006169078,0.009342204,0.002844539,-0.009979122,0.011023658,0.019493884,0.004231935,0.000435433,0.021775229,-0.010441679,-0.001877295,-0.007176925,0.003791493,0.000975903,0.010442399,-0.007085589,-0.012001261,-0.004105868,0.000990013,1
-0.007771894,0.016256211,0.001043749,-0.007030907,0.00741158,-0.002029532,-0.004894314,0.007496141,-0.00175406,0.009557031,-0.009661459,-0.003659521,0.00577012,0.004685041,0.011622788,0.023512485,-0.008143604,0.014357502,0.001181163,0.009545167,-0.027106752,-0.007527101,0.001751084,0.012408914,0.007296189,-0.017663765,-0.000876086,-0.020607445,0.010828068,0.006089643,-0.00198212,-0.007659674,-0.009074384,0.018064675,-0.005983538,0.017133384,0.021213816,-0.022549299,-0.004963349,-0.003123293,-0.005393292,-0.01167916,-0.021871935,0.005244728,0.008506874,0.007561292,-0.009174253,0.007830757,0.011075691,0.001725157,-0.00315302,-0.003124511,0.005789459,0.012063108,0.008253939,0.03111137,-0.000801225,-0.003739987,0.007162955,-0.021075183,0.010802405,-0.022457865,0.011499729,-0.001544241,0.004946826,-0.000682918,0.011252,-0.002155748,0.002944047,0.006145751,0.00959239,-0.010368894,0.005568038,0.014626646,-0.0147681,-0.008834254,0.009475815,0.002805902,-0.012125103,0.002938541,0.000840885,-0.005431272,0.008704083,-0.007796009,-0.009123737,0.004555864,-0.011785214,0.011820537,0.002541566,0.003432868,0.011828912,0.005843719,0.023153148,0.008943004,-0.008784549,-0.00740843,0.003716499,-0.012323913,-0.006333577,0.013276331,0.00890511,0.005055078,-0.023682054,0.004766681,-0.009954983,0.029046489,0.005905922,0.016514557,-0.011240063,-0.00794867,0.019390963,-0.006859345,-0.008233987,0.010131673,0.008918113,0.000559058,-0.009255323,0.012420126,-0.006737371,-0.008911109,0.000599696,-0.001167552,0.006590268,0.017475555,-0.017968909,0.005347199,-0.006009214,-0.002389067,-0.012241878,0.007201761,0.011370121,-0.000978212,0.017252531,-0.003465768,0.015008418,-0.009587324,-0.01636336,-0.012643571,-0.006754368,0.002126981,0.00055043,-0.009143073,0.004535495,-0.009714593,3.75E-07,-0.011736082,0.010810838,0.002026301,0.012745041,0.008783709,1
-0.00532534,0.000868142,0.018983339,0.002484029,0.007448964,-0.026494021,-0.009252585,0.016460735,0.008979364,0.002683543,0.0034413,0.002080145,0.013678527,0.004184638,0.003647011,-0.008440993,-0.004672229,-0.005394614,-0.001611882,0.000978884,-0.005567094,-0.003333139,-0.004466726,0.008863241,0.00379962,0.016244997,-0.003035759,0.010273311,-0.018859322,-0.008896018,-0.003189873,0.008024157,0.000377748,0.004835818,0.007464426,0.018123726,-0.014600952,0.010835602,0.006736776,0.008663694,-0.000776659,-0.006411559,-0.006435129,0.012724116,0.004598084,0.010893853,-0.024325299,0.005509857,0.009259407,-0.004613517,-0.001440076,0.000542617,-0.002953001,0.013350603,0.006144819,0.004642484,-0.021608599,0.002294724,-0.001786596,0.002785847,-0.001647125,-0.0051164,0.013328398,0.012566439,0.003055653,-0.010844446,-0.000633401,-0.019432547,0.001834645,0.000457942,0.008485471,-0.00970301,-0.009481835,0.011227175,-0.006327703,-0.005359086,0.002152298,0.011517167,-0.002547343,-0.000121317,-0.022368308,-0.007324993,0.008294032,0.002051577,-0.001207998,0.00826139,-0.002188507,0.007517255,0.009825801,0.002995235,-0.002542625,0.002515923,-0.012722345,0.00369818,-0.000188122,0.002809752,-0.001839044,0.005263122,-0.002342395,-0.008426628,0.006297327,0.00690046,0.021296066,-0.001266916,0.00188367,-0.007438861,0.006059589,-0.012628092,0.005855103,-0.000557638,0.012232291,0.010304438,0.015825566,0.003705443,-0.009771763,-0.004698254,-0.002826679,-0.001723251,-0.0069343,0.001300287,0.009785912,0.020196689,-0.00022155,0.005496287,-0.007016417,-0.007120767,-0.002738396,-0.009333991,-0.006428977,-0.006064054,0.000985636,0.015658334,-0.002485236,-0.008822835,-0.008117809,-0.004360325,0.005144959,-0.011679626,0.008284306,-0.000732494,-0.001057085,-0.004627286,-0.016271795,-0.005209384,0.003968533,0.008597313,-0.002046349,0.008066403,-0.008146079,0.001793122,1
0.00075255,0.012393139,-0.003951421,0.025357391,-0.001234728,-0.001342613,0.004108023,0.003701024,0.00092116,3.31E-05,-0.012637876,0.008531427,0.010746754,-0.01087076,0.000866519,-0.010675483,-0.01567971,0.016474098,-0.002582895,-0.011407184,0.000894948,-0.002751808,-0.015046018,-0.007947497,-0.004755564,-0.005295668,-0.027900928,0.009183874,-0.000464236,-0.003682195,-0.00809518,3.75E-06,0.000198672,-0.002366866,-0.002451318,0.004571408,0.016173582,0.016426402,3.05E-05,-0.015888938,0.001743245,0.003861652,-0.019082205,0.00508572,0.001787677,0.014271352,-0.006681505,-0.005038145,0.00327592,-0.003471863,0.003458324,-0.004121226,-0.010980323,-0.000241575,0.003449136,0.001127921,0.008026804,-0.002186772,-0.00902804,-0.023042734,0.002659154,0.003406018,-0.02860502,0.001512701,-0.002373798,0.000657557,0.002194866,-0.013475893,0.00755908,-0.007410178,0.015656824,-0.004415833,-0.004139047,0.008512459,-0.001996535,-0.00618703,0.017690178,0.005639949,-0.000404767,-0.004844533,0.01094583,-0.000856789,0.015634229,-0.001143628,0.003469975,-0.008441485,-0.002455125,0.008175027,0.00242939,0.00774619,-0.006672297,0.014239355,0.009414392,-0.013712813,0.011685527,-0.004058093,0.001368617,-0.004562349,0.003472075,0.007878007,-0.007548275,0.018882439,0.003677535,-0.014773939,0.005325549,-0.002851593,0.007010203,-0.003241943,0.006424798,-0.00041398,0.000110096,-0.006859056,0.005949612,0.00146925,0.011521127,-0.01371597,-0.003076101,0.004172038,-0.0028619,-0.000621452,0.011738169,0.001736526,0.00249933,-0.008028677,0.004544588,0.004524122,0.012957886,0.004118612,0.001159459,-0.006827559,0.002346763,0.005644035,0.016903172,-0.004342757,0.010418339,-0.021267942,0.001834553,-0.00384008,-0.001025238,-0.011400479,0.015877302,0.012445356,-0.010969609,0.005977385,0.00597104,0.008098049,-0.00135928,0.012205672,-0.001931502,-0.008712316,1
0.013203431,-0.000175102,0.002865684,-0.028110673,-0.016042402,-0.007791628,0.005703536,-0.009612989,0.008093763,0.001811835,0.000695745,-0.001900386,0.009316225,-0.018837285,0.00480627,-0.001208282,0.012380259,-0.008256426,0.008656814,-0.000738367,-0.0040382,-0.003544573,-0.014802502,-0.012322197,0.024633349,-0.004467141,-0.004690764,0.018652877,0.003830666,-0.008370714,-0.015963576,0.009185076,0.000228385,0.00393391,0.001726638,0.021114531,-0.024615914,0.003383539,0.010331762,0.012119,0.000575627,-0.003108203,0.040714458,-0.00940256,-0.019178626,-0.011811461,0.013538864,-0.000320407,-0.020105852,-0.006853587,0.00335166,0.004683197,0.028327108,-0.027029851,-0.002098296,0.004519869,-0.000878665,0.028040509,0.000357426,-0.009155696,0.008761887,0.002587141,-0.014183107,0.038257647,0.018009296,-0.007859117,0.04207337,-0.009276357,0.006305364,-0.01342645,-0.000361088,0.022651676,-0.014718512,0.011505059,0.019834115,0.009508046,0.004697858,0.003136889,0.000557576,0.001810892,-0.006006521,-0.002638292,0.003741531,0.006587637,-0.02245175,-0.000118849,0.002043934,0.016199561,-0.012178358,-0.004459876,-5.52E-05,-0.011127046,0.005961379,0.004132988,0.012507586,-0.009320863,0.002745552,0.012429038,-0.007738825,-0.000949747,-0.008093514,0.000575517,0.001748877,-0.017850087,0.002712309,-0.00127601,0.002855121,-0.006220297,0.005399624,0.000883141,0.015677715,0.017732596,0.023441004,-0.008690052,0.004349214,-0.004272736,0.006441822,-0.010410916,-0.007094085,0.011654159,-0.005988624,-0.015478661,-0.004524114,-0.004817444,0.000128475,0.00037878,-0.019279878,-0.01188861,0.01608226,-0.001908033,-0.008446957,-0.003017944,0.021472222,-0.007299329,-0.002979889,-0.00350405,0.000543645,0.01830841,-0.005631686,0.010347399,0.004324524,-0.033020928,-0.011160996,0.004555176,0.014802113,0.003787924,-0.002472069,-0.00382046,-0.008986252,0.012944849,1
-0.009593131,-0.00797979,-0.007315557,0.013913729,0.002758214,-0.000707711,0.024816624,0.001702743,0.029676134,0.003608422,0.002273166,0.016489195,0.007487385,0.014674564,-0.002851598,-0.01539116,-0.004003169,-0.008580931,0.011369706,0.006183639,-0.013810991,-0.010597965,0.004102684,-0.009602697,-0.002741588,-0.01127502,0.022630676,-0.005533354,0.003743367,0.01952227,-0.004133394,-0.011417252,-0.005224331,-0.015762969,-0.001299712,0.003046277,0.000327657,-0.001503828,-0.000777283,0.03525644,0.011554585,0.004394672,-0.000563504,0.008077005,0.000540321,0.004783993,-0.01658143,-0.013181229,-0.006627846,0.003643108,0.020849159,-0.00685515,0.010891121,-0.008138608,0.001644025,-0.002404419,-0.020558768,-0.018038977,-0.003880713,-0.043465223,-0.018240355,-0.010896194,0.015857047,-0.001106657,-0.019099537,0.022753936,0.001658857,-0.002499801,-0.008468277,0.002084732,0.025609503,-0.00254375,-0.006207342,0.001474383,0.003392684,-0.01695967,0.010324589,-0.005785048,0.01484001,-0.01871438,0.008893559,-0.005151493,-0.008057618,0.012222841,0.013377452,0.005492736,0.003408978,0.026302446,-0.004136694,-0.033939126,-0.012618191,0.013805082,-0.004061516,0.017495574,-0.020323705,-0.010534533,-0.009373476,-0.003301947,-0.019207421,0.001764862,-0.008859608,-0.027247832,-0.002681297,0.005532858,-0.017725762,-0.016836045,0.003155729,0.01000071,0.004746694,-0.006659958,0.002790138,-0.007738862,0.01463165,-0.006327709,-0.015603181,0.013684175,0.01740243,0.011033119,-0.014225946,-0.001667651,0.020512666,0.008864916,-0.006177042,-0.018563302,-0.005250097,0.023298217,-0.003612596,0.012294035,0.015546429,0.001601212,0.013877301,0.035427633,-0.019145877,-0.006688072,0.047421649,-0.013175879,0.021896282,-0.029774383,-0.007576645,-0.042922452,0.017912525,-0.000922303,0.001969576,-0.006390572,0.016872292,0.02785014,0.001284926,-0.023155472,-0.016325519,-0.000199319,1
-0.003632152,-0.013772784,0.003046866,0.022860632,-0.029660873,-0.004277743,0.008492934,-0.001473992,0.01919225,0.007530529,-0.010554652,-0.001752183,-0.005070888,0.007617428,-0.031186557,-0.006079208,0.007017656,0.008954174,0.028359921,0.005762391,-0.012173752,0.010466465,0.002911383,-0.009652073,-0.018931466,0.0433709,-0.008679416,-0.021569174,-0.000721584,0.031002589,0.017535337,-0.006355829,-0.003893562,0.008826464,-0.007514451,0.001991186,0.005049339,-0.01103817,0.021206201,-0.003818591,0.00193951,0.02598546,-0.017220139,0.009760043,0.005391527,-0.009684915,0.019758864,0.020869562,-0.02786929,-0.00576692,-0.008925729,-0.031170211,0.006986357,0.017713051,0.04666215,-0.019444508,0.008289752,0.026834787,0.016635632,0.000299598,-0.012650739,0.033508402,-0.023100708,0.013867623,-0.011061712,0.00686543,0.003295439,-0.002276206,-0.019861053,-0.006237293,0.017776078,0.022709648,-0.00331837,-0.025147495,-0.032174237,0.001215463,-0.019667915,0.005665889,-0.003011578,-0.025396033,-0.004377435,0.004433807,-0.006158084,0.005386802,-0.002915712,-0.002255338,-0.00413524,-0.001842364,-0.010172381,-0.005288583,-0.022099886,0.003118664,0.023803125,0.034384555,0.023073275,-0.026748735,0.033438656,-0.001875258,0.008251791,-0.02576697,0.034977674,-0.003446612,-0.001276169,-0.00973991,-0.027136694,0.015757861,0.005710407,-0.017795339,-0.018531947,0.011875751,-0.000762138,-0.006757521,0.014129169,0.002550957,0.005485404,0.029322563,0.012830637,0.011991767,-0.010881451,-0.00827505,-0.016571795,-0.017117229,0.002599985,0.001423492,0.011034178,-0.017437263,0.003063408,-0.016925513,0.007101371,-0.00167386,-0.014527956,-0.006233918,0.008783951,0.001845812,-0.002459967,-0.006506393,0.002185118,-0.00970202,0.004528126,-0.004443208,0.011872853,-0.001973684,-0.005035043,-0.013963284,-0.003721233,0.026162204,-0.006339323,0.014566438,0.009400646,-0.016113809,1
